customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag
2057-ZBLPD,FEMALE,NO,YES,NO,21,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,86.5,1808.7,YES,1
0228-MAUWC,MALE,NO,NO,NO,19,YES,YES,DSL,NO,NO,YES,YES,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,59.55,1144.6,NO,0
5502-RLUYV,FEMALE,NO,YES,YES,69,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,103.95,7446.9,YES,1
0023-HGHWL,MALE,YES,NO,NO,1,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,25.1,25.1,YES,1
7663-YJHSN,FEMALE,NO,YES,NO,72,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),103.95,7556.9,NO,0
4915-BFSXL,MALE,NO,YES,YES,70,YES,YES,DSL,YES,NO,YES,NO,YES,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),68.95,4858.7,NO,0
3086-RUCRN,FEMALE,NO,NO,NO,66,YES,YES,FIBER OPTIC,YES,YES,YES,YES,NO,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),103.1,6595.0,NO,0
5215-LNLDJ,FEMALE,NO,YES,YES,7,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,24.7,149.05,NO,0
7576-JMYWV,FEMALE,YES,YES,YES,46,YES,YES,FIBER OPTIC,YES,YES,NO,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,110.2,4972.1,NO,0
9039-RBEEE,MALE,NO,NO,NO,39,NO,NO PHONE SERVICE,DSL,YES,YES,NO,YES,YES,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),48.95,1880.85,YES,1
0257-KXZGU,FEMALE,NO,YES,YES,32,YES,YES,DSL,NO,YES,YES,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),62.45,2045.55,NO,0
1307-ATKGB,MALE,NO,NO,NO,24,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,89.55,2187.15,NO,0
8417-FMLZI,MALE,NO,YES,YES,6,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),83.55,477.55,YES,1
3714-XPXBW,FEMALE,NO,NO,NO,37,YES,YES,DSL,YES,YES,YES,YES,YES,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),78.9,2976.95,NO,0
1850-AKQEP,MALE,NO,NO,YES,8,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,20.35,178.7,NO,0
2824-DXNKN,FEMALE,NO,YES,YES,72,YES,YES,DSL,YES,NO,YES,NO,YES,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),71.45,5025.85,NO,0
5227-JSCFE,MALE,YES,YES,NO,71,NO,NO PHONE SERVICE,DSL,YES,YES,YES,YES,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),46.35,3353.4,NO,0
0848-ZGQIJ,FEMALE,NO,YES,NO,16,YES,NO,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),94.65,1461.15,NO,0
3621-CHYVB,FEMALE,NO,YES,NO,57,NO,NO PHONE SERVICE,DSL,YES,NO,YES,YES,NO,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),49.9,2782.4,NO,0
8042-RNLKO,MALE,NO,NO,NO,66,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),25.45,1699.15,NO,0
1792-UXAFY,FEMALE,YES,NO,NO,17,YES,NO,FIBER OPTIC,NO,YES,YES,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,89.15,1496.9,YES,1
5372-FBKBN,FEMALE,NO,NO,YES,21,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,20.75,452.2,NO,0
0420-TXVSG,MALE,NO,YES,NO,66,YES,YES,DSL,YES,YES,YES,NO,NO,NO,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),66.1,4428.45,NO,0
6217-TOWGS,FEMALE,NO,YES,NO,17,YES,YES,DSL,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),75.4,1322.55,NO,0
0515-YPMCW,MALE,NO,NO,YES,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,70.45,70.45,YES,1
0378-XSZPU,MALE,NO,YES,NO,58,YES,NO,DSL,YES,YES,YES,NO,NO,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),60.3,3563.8,YES,1
1045-LTCYT,FEMALE,NO,YES,YES,8,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),21.05,139.75,NO,0
1544-JJMYL,MALE,NO,NO,NO,27,YES,NO,DSL,YES,NO,YES,YES,YES,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),69.35,1927.3,NO,0
4636-JGAAI,MALE,NO,YES,NO,34,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,YES,MONTH-TO-MONTH,NO,MAILED CHECK,88.85,3000.25,NO,0
6874-SGLHU,MALE,NO,NO,NO,30,YES,NO,FIBER OPTIC,NO,YES,NO,NO,YES,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),97.0,3021.3,NO,0
5951-AOFIH,MALE,NO,NO,NO,33,YES,NO,DSL,NO,YES,YES,NO,YES,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),66.4,2245.4,NO,0
4729-XKASR,MALE,NO,NO,YES,1,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,24.75,24.75,YES,1
3059-NGMXB,MALE,NO,YES,YES,14,YES,YES,DSL,YES,YES,NO,NO,NO,YES,MONTH-TO-MONTH,NO,MAILED CHECK,69.2,944.65,NO,0
8652-YHIYU,FEMALE,NO,NO,YES,16,YES,YES,FIBER OPTIC,NO,NO,NO,YES,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),79.5,1264.2,NO,0
5278-PNYOX,FEMALE,NO,NO,NO,49,YES,NO,FIBER OPTIC,NO,NO,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),100.65,4917.75,NO,0
5449-FIBXJ,MALE,NO,YES,YES,19,YES,YES,FIBER OPTIC,NO,NO,YES,YES,YES,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,103.3,2012.7,YES,1
3486-HOOGQ,FEMALE,NO,YES,YES,70,YES,YES,DSL,YES,YES,YES,YES,YES,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),79.7,5743.3,NO,0
5061-PBXFW,FEMALE,NO,YES,YES,32,YES,NO,DSL,YES,YES,NO,YES,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),61.4,1864.65,NO,0
8630-FJLIB,FEMALE,NO,NO,NO,18,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,69.8,1221.65,NO,0
3891-NLXJB,MALE,NO,NO,NO,37,NO,NO PHONE SERVICE,DSL,YES,YES,NO,YES,NO,NO,TWO YEAR,YES,MAILED CHECK,40.55,1390.85,NO,0
4749-OJKQU,FEMALE,NO,NO,NO,4,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,75.65,302.35,NO,0
0577-WHMEV,FEMALE,NO,YES,NO,16,YES,YES,FIBER OPTIC,YES,YES,YES,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,90.7,1374.9,NO,0
5453-AXEPF,MALE,NO,YES,NO,17,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),80.5,1336.9,NO,0
3639-XJHKQ,FEMALE,NO,NO,YES,19,YES,NO,DSL,YES,YES,YES,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,60.6,1297.8,NO,0
3716-LRGXK,MALE,NO,YES,NO,60,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),101.15,6067.4,NO,0
2263-SFSQZ,MALE,NO,YES,YES,51,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,MAILED CHECK,24.95,1222.25,NO,0
9950-MTGYX,MALE,NO,YES,YES,28,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),20.3,487.95,NO,0
3397-AVTKU,MALE,NO,NO,NO,43,YES,NO,DSL,NO,YES,NO,NO,NO,YES,TWO YEAR,YES,ELECTRONIC CHECK,60.0,2548.55,NO,0
4825-FUREZ,MALE,NO,YES,NO,42,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,ELECTRONIC CHECK,20.25,835.5,NO,0
9837-BMCLM,MALE,NO,NO,NO,3,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,78.5,242.05,YES,1
2672-OJQZP,FEMALE,NO,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,44.75,44.75,NO,0
0137-UDEUO,FEMALE,NO,NO,NO,3,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,19.85,63.75,YES,1
3134-DSHVC,FEMALE,NO,NO,NO,63,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),98.0,6218.45,NO,0
6161-UUUTA,MALE,YES,NO,NO,3,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.9,260.9,YES,1
7821-DPRQE,MALE,NO,YES,NO,68,YES,YES,FIBER OPTIC,YES,YES,NO,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,107.7,7320.9,NO,0
6543-XRMYR,FEMALE,YES,NO,NO,30,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,99.7,2967.35,YES,1
2001-EWBQU,FEMALE,NO,NO,NO,60,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,TWO YEAR,NO,ELECTRONIC CHECK,104.7,6333.8,NO,0
4925-LMHOK,MALE,NO,NO,NO,15,YES,YES,DSL,NO,YES,NO,YES,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),58.6,939.7,YES,1
1608-GMEWB,MALE,YES,NO,NO,45,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),93.9,4200.25,NO,0
6695-AMZUF,FEMALE,NO,YES,NO,70,YES,NO,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),86.45,5950.2,NO,0
1455-UGQVH,MALE,NO,YES,NO,10,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,98.5,1037.75,YES,1
8410-BGQXN,MALE,NO,NO,NO,4,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,19.4,93.4,NO,0
8280-MQRQN,FEMALE,NO,NO,NO,1,YES,NO,DSL,NO,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,50.45,50.45,YES,1
1619-YWUBB,FEMALE,NO,YES,NO,68,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),24.95,1614.9,NO,0
7611-YKYTC,MALE,NO,YES,YES,22,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),75.0,1573.95,NO,0
2037-SGXHH,MALE,NO,YES,YES,38,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.65,3624.3,YES,1
3178-FESZO,FEMALE,NO,NO,NO,1,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),100.25,100.25,YES,1
0365-GXEZS,MALE,NO,YES,NO,18,YES,NO,FIBER OPTIC,NO,NO,YES,YES,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,78.2,1468.75,NO,0
0082-OQIQY,MALE,NO,NO,NO,29,YES,NO,FIBER OPTIC,NO,NO,NO,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.2,2607.6,NO,0
6087-MVHJH,FEMALE,NO,NO,NO,16,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,88.45,1422.1,YES,1
4603-JANFB,MALE,NO,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,69.85,69.85,YES,1
3018-TFTSU,MALE,NO,NO,NO,12,YES,NO,FIBER OPTIC,YES,NO,YES,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),81.7,858.6,YES,1
3606-SBKRY,MALE,NO,NO,NO,31,NO,NO PHONE SERVICE,DSL,NO,NO,YES,NO,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,50.05,1523.4,NO,0
4806-KEXQR,MALE,NO,NO,NO,4,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.9,324.3,YES,1
0667-NSRGI,FEMALE,NO,YES,NO,48,YES,YES,DSL,NO,NO,YES,YES,NO,YES,ONE YEAR,YES,MAILED CHECK,69.55,3435.6,NO,0
7083-YNSKY,FEMALE,NO,NO,NO,15,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),25.4,399.6,YES,1
6893-ODYYE,MALE,NO,NO,NO,50,YES,NO,FIBER OPTIC,YES,YES,YES,YES,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),90.1,4549.45,NO,0
8242-JSVBO,MALE,NO,NO,NO,7,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),44.65,322.5,NO,0
2479-BRAMR,MALE,YES,YES,NO,41,YES,YES,FIBER OPTIC,YES,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),83.75,3273.55,YES,1
9541-ZPSEA,MALE,NO,YES,YES,68,YES,NO,FIBER OPTIC,YES,NO,YES,NO,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),80.35,5375.15,NO,0
2665-NPTGL,FEMALE,YES,YES,NO,26,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),98.1,2510.7,NO,0
1139-WUOAH,MALE,NO,NO,NO,57,NO,NO PHONE SERVICE,DSL,NO,NO,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),53.35,3090.05,NO,0
4693-VWVBO,FEMALE,NO,NO,NO,3,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,19.55,61.05,NO,0
7434-SHXLS,FEMALE,NO,NO,NO,1,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,20.9,20.9,YES,1
6937-GCDGQ,MALE,NO,YES,YES,19,YES,NO,DSL,YES,NO,NO,NO,NO,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),48.95,955.6,NO,0
0988-JRWWP,FEMALE,NO,NO,NO,3,YES,NO,DSL,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,54.2,140.4,NO,0
5075-JSDKI,FEMALE,NO,NO,NO,59,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,ELECTRONIC CHECK,24.45,1493.1,NO,0
7908-QCBCA,FEMALE,NO,YES,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,69.4,69.4,YES,1
8644-XYTSV,MALE,NO,YES,NO,42,NO,NO PHONE SERVICE,DSL,YES,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),40.15,1626.05,NO,0
6711-FLDFB,FEMALE,NO,NO,NO,7,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.9,541.15,YES,1
3873-WOSBC,MALE,NO,YES,NO,67,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),25.6,1784.9,NO,0
7465-ZZRVX,MALE,NO,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,70.35,70.35,NO,0
7975-JMZNT,MALE,NO,YES,NO,66,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),91.7,6075.9,NO,0
7251-XFOIL,FEMALE,NO,NO,NO,61,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,YES,MONTH-TO-MONTH,NO,MAILED CHECK,89.2,5500.6,NO,0
4116-IQRFR,MALE,NO,YES,YES,4,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),24.1,73.1,NO,0
3714-JTVOV,FEMALE,YES,YES,NO,42,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),74.15,3229.4,YES,1
8259-DZLIZ,FEMALE,NO,YES,YES,64,YES,YES,DSL,NO,YES,NO,NO,NO,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),53.85,3399.85,NO,0
0442-ZXKVS,FEMALE,YES,YES,NO,54,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),115.6,6431.05,NO,0
7853-WNZSY,MALE,NO,NO,NO,1,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),19.75,19.75,NO,0
3120-FAZKD,MALE,NO,YES,YES,54,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),24.05,1230.9,NO,0
8606-OEGQZ,FEMALE,NO,NO,YES,18,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),25.3,454.65,NO,0
0225-ZORZP,MALE,NO,NO,NO,3,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,84.3,235.05,NO,0
4702-IOQDC,FEMALE,NO,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,70.1,70.1,YES,1
9489-JMTTN,FEMALE,NO,YES,YES,72,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),89.75,6595.9,NO,0
0575-CUQOV,MALE,YES,YES,NO,60,YES,NO,FIBER OPTIC,NO,YES,YES,NO,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,97.95,5867.0,NO,0
0967-BMLBD,FEMALE,NO,YES,YES,11,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,YES,MAILED CHECK,20.0,196.35,NO,0
6178-KFNHS,FEMALE,NO,NO,YES,12,YES,YES,FIBER OPTIC,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,78.3,909.25,YES,1
2830-LEWOA,MALE,NO,YES,YES,61,YES,NO,FIBER OPTIC,NO,YES,YES,YES,YES,YES,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),103.9,6449.15,NO,0
5006-MXVRN,FEMALE,NO,NO,NO,39,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),20.7,762.45,NO,0
1264-BYWMS,MALE,NO,NO,NO,55,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,96.8,5283.95,YES,1
9658-WYUFB,FEMALE,NO,NO,NO,17,YES,YES,FIBER OPTIC,YES,YES,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.4,1617.5,YES,1
8327-WKMIE,MALE,NO,NO,NO,37,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),20.15,785.75,NO,0
6917-FIJHC,FEMALE,NO,YES,NO,72,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,MAILED CHECK,26.0,1776.0,NO,0
5329-KRDTM,MALE,YES,YES,NO,72,YES,YES,DSL,NO,YES,YES,YES,YES,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),77.35,5396.25,NO,0
7797-EJMDP,FEMALE,NO,NO,NO,8,YES,NO,DSL,YES,NO,NO,YES,NO,YES,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),66.05,574.5,NO,0
3530-VWVGU,FEMALE,NO,YES,YES,22,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,19.9,400.3,NO,0
2013-SGDXK,FEMALE,NO,NO,NO,1,YES,NO,FIBER OPTIC,NO,YES,NO,NO,YES,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,84.3,84.3,YES,1
6368-NWMCE,FEMALE,NO,NO,NO,38,YES,YES,DSL,NO,YES,NO,YES,NO,YES,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),68.15,2656.3,NO,0
3633-CDBUW,MALE,NO,NO,YES,17,YES,NO,DSL,NO,YES,YES,YES,YES,YES,ONE YEAR,NO,ELECTRONIC CHECK,80.85,1445.95,NO,0
0707-HOVVN,FEMALE,YES,NO,NO,70,YES,YES,DSL,NO,YES,YES,YES,YES,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),75.5,5212.65,NO,0
8580-QVLOC,FEMALE,YES,YES,YES,72,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),92.45,6440.25,YES,1
3956-MGXOG,FEMALE,NO,NO,NO,28,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,80.6,2244.95,NO,0
9274-UARKJ,FEMALE,NO,NO,NO,15,YES,NO,FIBER OPTIC,NO,YES,NO,NO,YES,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),83.2,1130.0,NO,0
4077-HWUYD,MALE,NO,YES,YES,72,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),87.55,6463.15,NO,0
2012-NWRPA,FEMALE,YES,YES,NO,11,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,99.55,1131.2,YES,1
